Feature,Feature Influence,Feature Weight
<OPENPAREN>_<SINGLEQUOTE>,0.0,4.743384504624082E-20
<OPENPAREN>_a,0.0,-0.0031440426919281095
<OPENPAREN>_abdomen,0.0,-1.3552527156068805E-20
<OPENPAREN>_ages,0.0,6.643245785056439E-4
<OPENPAREN>_although,0.0,0.003691823446159411
<OPENPAREN>_and,0.0,0.003606981181916327
<OPENPAREN>_ankle,0.0,-1.3552527156068805E-20
<OPENPAREN>_ari,0.0,-4.0657581468206416E-20
<OPENPAREN>_as,0.0,-0.0024090082614566443
<OPENPAREN>_at,0.0,-8.622902649204447E-4
<OPENPAREN>_atl,0.0,-4.0657581468206416E-20
<OPENPAREN>_audio,0.0,-1.6263032587282567E-19
<OPENPAREN>_back,0.0,1.3552527156068805E-20
<OPENPAREN>_bal,0.0,-4.0657581468206416E-20
<OPENPAREN>_buf,0.0,-4.0657581468206416E-20
<OPENPAREN>_but,0.0,9.099128183113584E-4
<OPENPAREN>_c,0.0,0.0012662999185889666
<OPENPAREN>_ca,0.0,5.421010862427522E-20
<OPENPAREN>_calf,0.0,1.3552527156068805E-20
<OPENPAREN>_cap-agnostic,0.0,-0.004321128551500179
<OPENPAREN>_car,0.0,-4.0657581468206416E-20
<OPENPAREN>_cell,0.0,0.0014578237179933826
<OPENPAREN>_cera,0.0,0.003639384434235781
<OPENPAREN>_cin,0.0,-4.0657581468206416E-20
<OPENPAREN>_cle,0.0,5.421010862427522E-20
<OPENPAREN>_collect,0.0,4.0187989478315177E-4
<OPENPAREN>_cst,0.0,0.0
<OPENPAREN>_dc,0.0,-1.3552527156068805E-20
<OPENPAREN>_defined,0.0,-0.00667282496897759
<OPENPAREN>_den,0.0,-4.0657581468206416E-20
<OPENPAREN>_det,0.0,-4.0657581468206416E-20
<OPENPAREN>_discount,0.0,-2.710505431213761E-20
<OPENPAREN>_e-mail,0.0,0.009570994781365659
<OPENPAREN>_east,0.0,0.004566428825133572
<OPENPAREN>_ewr,0.0,9.378452108296345E-5
<OPENPAREN>_fax,0.0,0.008954726864447904
<OPENPAREN>_foot,0.0,-4.0657581468206416E-20
<OPENPAREN>_gb,0.0,-4.0657581468206416E-20
<OPENPAREN>_groin,0.0,5.421010862427522E-20
<OPENPAREN>_hamstring,0.0,2.710505431213761E-20
<OPENPAREN>_hand,0.0,-4.0657581468206416E-20
<OPENPAREN>_hip,0.0,1.3552527156068805E-20
<OPENPAREN>_i,0.0,-0.0112099278161549
<OPENPAREN>_iah,0.0,0.0
<OPENPAREN>_id,0.0,5.421010862427522E-20
<OPENPAREN>_ie,0.0,0.012584594158589634
<OPENPAREN>_if,0.0,-0.005928001022102728
<OPENPAREN>_in,0.0,6.776263578034403E-21
<OPENPAREN>_including,0.0,8.506928618993692E-4
<OPENPAREN>_ind,0.0,-5.421010862427522E-20
<OPENPAREN>_jac,0.0,-4.0657581468206416E-20
<OPENPAREN>_knee,0.0,1.3552527156068805E-20
<OPENPAREN>_leg,0.0,-6.776263578034403E-20
<OPENPAREN>_lga,0.0,9.378452108296345E-5
<OPENPAREN>_maximum,0.0,9.003769681199723E-4
<OPENPAREN>_mcuilla@ect.enron.com,0.0,1.240022685635652E-4
<OPENPAREN>_min,0.0,-4.0657581468206416E-20
<OPENPAREN>_mke,0.0,0.0
<OPENPAREN>_no,0.0,-1.3552527156068805E-20
<OPENPAREN>_not,0.0,-0.026398290217137344
<OPENPAREN>_nyg,0.0,-4.0657581468206416E-20
<OPENPAREN>_oak,0.0,-4.0657581468206416E-20
<OPENPAREN>_or,0.0,0.01307656051212995
<OPENPAREN>_outside,0.0,-0.030095052178882004
<OPENPAREN>_parent.random,0.0,4.743384504624082E-20
<OPENPAREN>_phi,0.0,-4.0657581468206416E-20
<OPENPAREN>_phone,0.0,0.008954726864447904
<OPENPAREN>_pit,0.0,-4.0657581468206416E-20
<OPENPAREN>_prob,0.0,-2.710505431213761E-20
<OPENPAREN>_ques,0.0,-2.710505431213761E-20
<OPENPAREN>_r,0.0,0.0012662999185889666
<OPENPAREN>_ranging,0.0,0.0
<OPENPAREN>_regular,0.0,0.00479634599027414
<OPENPAREN>_restrictions,0.0,6.776263578034403E-21
<OPENPAREN>_ribs,0.0,1.3552527156068805E-20
<OPENPAREN>_ric,0.0,0.0
<OPENPAREN>_s,0.0,0.0070435861563212555
<OPENPAREN>_sd,0.0,-4.0657581468206416E-20
<OPENPAREN>_sea,0.0,-4.0657581468206416E-20
<OPENPAREN>_sf,0.0,-4.0657581468206416E-20
<OPENPAREN>_shoulder,0.0,8.131516293641283E-20
<OPENPAREN>_sm,0.0,5.611785240292979E-4
<OPENPAREN>_such,0.0,0.0
<OPENPAREN>_tb,0.0,-4.0657581468206416E-20
<OPENPAREN>_ten,0.0,-4.0657581468206416E-20
<OPENPAREN>_the,0.0,-0.004746817814166922
<OPENPAREN>_there,0.0,0.001847503376258414
<OPENPAREN>_thigh,0.0,-2.710505431213761E-20
<OPENPAREN>_thumb,0.0,-8.131516293641283E-20
<OPENPAREN>_tm,0.0,0.00209803897406494
<OPENPAREN>_toe,0.0,-2.710505431213761E-20
<OPENPAREN>_total,0.0,-1.1519648082658485E-19
<OPENPAREN>_trading,0.0,-0.009569813516457484
<OPENPAREN>_turf,0.0,-6.776263578034403E-21
<OPENPAREN>_was,0.0,-4.0657581468206416E-20
<OPENPAREN>_we,0.0,0.009482852928149346
<OPENPAREN>_which,0.0,-0.013310257016279376
<OPENPAREN>_with,0.0,-0.003643661380260507
<OPENPAREN>_within,0.0,-0.005951599265391021
<OPENPAREN>_work,0.0,0.0014578237179933826
<OPENPAREN>_yes,0.0,5.611785240292979E-4
<OPENPAREN>_you,0.0,-8.131516293641283E-20
<PERCENTSIGN>,0.0,7.448716023846846E-4
<PERCENTSIGN>_'',0.0,2.439454888092385E-19
<PERCENTSIGN>_+3.03,0.0,-0.002409008261456647
<PERCENTSIGN>_2e,0.0,1.3552527156068805E-20
<PERCENTSIGN>_</a>,0.0,0.0
<PERCENTSIGN>_<CLOSEPAREN>,0.0,0.0016156336783442562
<PERCENTSIGN>_<COMMA>,0.0,9.378452108296335E-5
<PERCENTSIGN>_<PERIOD>,0.0,-0.002409008261456648
<PERCENTSIGN>_<RIGHTANGLE>,0.0,-0.004305606244320342
<PERCENTSIGN>_EOL,0.0,-0.012468782597865057
<PERCENTSIGN>_bonus,0.0,1.2400226856356503E-4
<PERCENTSIGN>_border,0.0,4.9745597626795255E-6
<PERCENTSIGN>_cellpadding,0.0,4.743384504624082E-20
<PERCENTSIGN>_hedged,0.0,-0.002409008261456647
<PERCENTSIGN>_may,0.0,0.0
<PERCENTSIGN>_of,0.0,0.011168904067551314
<PERCENTSIGN>_off,0.0,0.0011574302690496256
<PERCENTSIGN>_on,0.0,-5.421010862427522E-20
<PERCENTSIGN>_relative,0.0,-0.002409008261456647
<PERCENTSIGN>_to,0.0,0.008666134862391154
<PERCENTSIGN>_with,0.0,-0.002409008261456647
<PERIOD>,0.0,-0.002517819161943155
<PERIOD>_'',0.0,4.666227121886561E-5
<PERIOD>_--,0.0,1.3552527156068805E-20
<PERIOD>_-----,0.0,-0.031621233626845886
<PERIOD>_-------------------------------,0.0,0.0
<PERIOD>_--------------------------------------,0.0,0.0
<PERIOD>_---------------------------------------,0.0,0.0
<PERIOD>_------------------------------------------,0.0,0.0
<PERIOD>_-----------------------------------------------------------,0.0,2.8143474497679857E-4
<PERIOD>_-------------------------------------------------------------,0.0,0.002583534742051353
<PERIOD>_-lsb-,0.0,7.022067034436593E-4
<PERIOD>_-rsb-,0.0,-0.002409008261456647
<PERIOD>_1,0.0,2.1684043449710089E-19
<PERIOD>_1-800,0.0,-1.0842021724855044E-19
<PERIOD>_2,0.0,4.2036021622834013E-4
<PERIOD>_24-hour,0.0,0.0
<PERIOD>_3,0.0,1.5442550017075163E-4
<PERIOD>_4,0.0,2.710505431213761E-19
<PERIOD>_5,0.0,2.303929616531697E-19
<PERIOD>_6,0.0,-1.3552527156068805E-20
<PERIOD>_</a>,0.0,4.974559762679763E-6
<PERIOD>_</b>,0.0,-1.3552527156068805E-20
<PERIOD>_</font>,0.0,3.476666087555652E-4
<PERIOD>_</i>,0.0,-2.1684043449710089E-19
<PERIOD>_</p>,0.0,-2.710505431213761E-20
<PERIOD>_<CLOSEPAREN>,0.0,0.006345844760205324
<PERIOD>_<DASH>,0.0,0.04150103944720873
<PERIOD>_<DOLLAR>,0.0,-0.00425931053574182
<PERIOD>_<LEFTANGLE,0.0,-0.004352018190334086
<PERIOD>_<OPENPAREN>,0.0,0.01609610366179723
<PERIOD>_<PERIOD>,0.0,-0.019815978286091544
<PERIOD>_<QUESTIONMARK>,0.0,0.01983560921671796
<PERIOD>_<RIGHTANGLE>,0.0,0.009462626310201318
<PERIOD>_<aÊhref="http://www.sportsline.com/links/6/1/217/sffer1016e.cgi">,0.0,0.0
<PERIOD>_<aÊhref="http://www.sportsline.com/links/6/1/217/sffer1228e.cgi">,0.0,1.3552527156068805E-20
<PERIOD>_<aÊhref="http://www.sportsline.com/links/6/1/226/sffer1228c.cgi">,0.0,1.3552527156068805E-20
<PERIOD>_<b>,0.0,3.426920489928847E-4
<PERIOD>_<br>,0.0,0.004756577258603728
<PERIOD>_<p>,0.0,9.501780880928251E-4
<PERIOD>_EOL,0.0,0.0015352107038112172
<PERIOD>_\*,0.0,3.917683986465329E-4
<PERIOD>_\*\*,0.0,-0.0022662055085342016
<PERIOD>_\*\*\*\*\*,0.0,9.378452108296325E-5
<PERIOD>_\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*,0.0,0.0
<PERIOD>_\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*,0.0,1.3552527156068805E-20
<PERIOD>_\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*,0.0,4.0187989478315177E-4
<PERIOD>_\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*,0.0,0.007208434854475222
<PERIOD>_\/,0.0,0.0012395214540514238
<PERIOD>_``,0.0,0.023490410767060387
<PERIOD>_a,0.0,0.014893703174359129
<PERIOD>_add,0.0,0.0025835347420513537
<PERIOD>_additional,0.0,0.0
<PERIOD>_additionally,0.0,0.0
<PERIOD>_advance,0.0,0.0
<PERIOD>_after,0.0,0.026652738608244977
<PERIOD>_ahman,0.0,1.3552527156068805E-20
<PERIOD>_akers,0.0,2.710505431213761E-20
<PERIOD>_alamo,0.0,0.0
<PERIOD>_alexander,0.0,-1.3552527156068805E-20
<PERIOD>_all,0.0,0.020961032634188036
<PERIOD>_allen,0.0,0.0017183450543412613
<PERIOD>_also,0.0,-0.038162823251837834
<PERIOD>_alstott,0.0,-5.421010862427522E-20
<PERIOD>_although,0.0,0.013276249691792634
<PERIOD>_amos,0.0,-4.0657581468206416E-20
<PERIOD>_an,0.0,-0.00486177888624712
<PERIOD>_and,0.0,-0.002704080272690275
<PERIOD>_anderson,0.0,1.1585413346015877E-4
<PERIOD>_another,0.0,2.9077707079561095E-4
<PERIOD>_any,0.0,0.014651765021737196
<PERIOD>_anyone,0.0,5.205636738706589E-4
<PERIOD>_applicable,0.0,0.0
<PERIOD>_arizona,0.0,0.0
<PERIOD>_as,0.0,0.006152123059022704
<PERIOD>_at,0.0,3.999708588821869E-5
<PERIOD>_atlanta,0.0,0.0
<PERIOD>_availability,0.0,0.0
<PERIOD>_available,0.0,0.003914353612102785
<PERIOD>_azurix,0.0,5.205636738706611E-4
<PERIOD>_backout,0.0,1.2197274440461925E-19
<PERIOD>_baltimore,0.0,5.421010862427522E-20
<PERIOD>_barber,0.0,0.0
<PERIOD>_barlow,0.0,2.710505431213761E-20
<PERIOD>_basically,0.0,-0.004687072703117882
<PERIOD>_batch,0.0,0.0
<PERIOD>_be,0.0,5.421010862427522E-20
<PERIOD>_because,0.0,5.205636738706615E-4
<PERIOD>_becht,0.0,-2.710505431213761E-20
<PERIOD>_before,0.0,0.00338305357334823
<PERIOD>_bennett,0.0,2.710505431213761E-20
<PERIOD>_best,0.0,0.0
<PERIOD>_bettis,0.0,0.0
<PERIOD>_book,0.0,0.0
<PERIOD>_booker,0.0,3.3881317890172014E-20
<PERIOD>_boston,0.0,2.710505431213761E-20
<PERIOD>_both,0.0,0.0029566715121660653
<PERIOD>_bottom,0.0,2.710505431213761E-19
<PERIOD>_brady,0.0,0.0
<PERIOD>_brian,0.0,-4.0657581468206416E-20
<PERIOD>_brookins,0.0,0.0017183450543412613
<PERIOD>_brooks,0.0,2.710505431213761E-20
<PERIOD>_brown,0.0,2.710505431213761E-20
<PERIOD>_bruce,0.0,0.02414714714111855
<PERIOD>_brunell,0.0,-2.710505431213761E-20
<PERIOD>_buckhalter,0.0,0.0
<PERIOD>_buffalo,0.0,5.505714157152952E-20
<PERIOD>_burress,0.0,2.710505431213761E-20
<PERIOD>_but,0.0,0.03255694980666418
<PERIOD>_by,0.0,6.290452032598556E-4
<PERIOD>_call,0.0,2.814347449767988E-4
<PERIOD>_cambridge,0.0,0.003639384434235781
<PERIOD>_can,0.0,-0.04255988578180521
<PERIOD>_canidate,0.0,2.710505431213761E-20
<PERIOD>_carney,0.0,2.710505431213761E-20
<PERIOD>_carolina,0.0,1.0842021724855044E-19
<PERIOD>_carter,0.0,2.710505431213761E-20
<PERIOD>_cera,0.0,-0.010460962396804212
<PERIOD>_chapman,0.0,0.0
<PERIOD>_charlie,0.0,1.3552527156068805E-20
<PERIOD>_check,0.0,1.0842021724855044E-19
<PERIOD>_chicago,0.0,1.0842021724855044E-19
<PERIOD>_choose,0.0,3.426920489928849E-4
<PERIOD>_chrebet,0.0,0.0
<PERIOD>_chris,0.0,-1.3552527156068805E-20
<PERIOD>_cincinnati,0.0,-4.0657581468206416E-20
<PERIOD>_city,0.0,0.0041275150857586
<PERIOD>_clark,0.0,-2.710505431213761E-20
<PERIOD>_clearly,0.0,0.0017183450543412611
<PERIOD>_cleveland,0.0,-5.421010862427522E-20
<PERIOD>_click,0.0,0.009115843014188618
<PERIOD>_coach,0.0,0.0012104105933875
<PERIOD>_coles,0.0,-2.710505431213761E-20
<PERIOD>_collins,0.0,2.710505431213761E-20
<PERIOD>_come,0.0,-1.3552527156068805E-20
<PERIOD>_concession,0.0,0.0
<PERIOD>_consider,0.0,0.0
<PERIOD>_contact,0.0,0.0056308316525261175
<PERIOD>_continental.com,0.0,0.0
<PERIOD>_conway,0.0,2.710505431213761E-20
<PERIOD>_cortez,0.0,2.710505431213761E-20
<PERIOD>_couch,0.0,0.0
<PERIOD>_could,0.0,1.2400226856356511E-4
<PERIOD>_count,0.0,0.0
<PERIOD>_coupon,0.0,-2.710505431213761E-20
<PERIOD>_culpepper,0.0,0.0
<PERIOD>_curtis,0.0,-2.710505431213761E-20
<PERIOD>_dallas,0.0,-1.3552527156068805E-20
<PERIOD>_dana,0.0,0.004483626998025747
<PERIOD>_darrell,0.0,-1.3552527156068805E-20
<PERIOD>_david,0.0,-5.421010862427522E-20
<PERIOD>_davis,0.0,-1.6263032587282567E-19
<PERIOD>_day,0.0,9.003769681199723E-4
<PERIOD>_dayne,0.0,0.0
<PERIOD>_denver,0.0,-5.421010862427522E-20
<PERIOD>_derrick,0.0,-1.3552527156068805E-20
<PERIOD>_despite,0.0,0.0013712565357700346
<PERIOD>_detroit,0.0,-5.421010862427522E-20
<PERIOD>_dillon,0.0,2.710505431213761E-20
<PERIOD>_do,0.0,0.00516861432389723
<PERIOD>_dominic,0.0,-4.0657581468206416E-20
<PERIOD>_done,0.0,2.6593471605757977E-4
<PERIOD>_doug,0.0,-5.421010862427522E-20
<PERIOD>_drop,0.0,0.002583534742051353
<PERIOD>_dunn,0.0,-6.776263578034403E-20
<PERIOD>_dyson,0.0,2.710505431213761E-20
<PERIOD>_e-mail,0.0,0.0032330010564542325
<PERIOD>_each,0.0,0.023060659073759655
<PERIOD>_eb34,0.0,1.2197274440461925E-19
<PERIOD>_eddie,0.0,-4.0657581468206416E-20
<PERIOD>_edi,0.0,1.2197274440461925E-19
<PERIOD>_edinger,0.0,2.710505431213761E-20
<PERIOD>_either,0.0,8.37914211909371E-4
<PERIOD>_elam,0.0,2.710505431213761E-20
<PERIOD>_emmitt,0.0,-1.6263032587282567E-19
<PERIOD>_ends,0.0,1.3552527156068805E-20
<PERIOD>_enjoy,0.0,-8.131516293641283E-20
<PERIOD>_enron,0.0,-0.02101808158968916
<PERIOD>_enter,0.0,-9.486769009248164E-20
<PERIOD>_even,0.0,0.0013671764006082479
<PERIOD>_every,0.0,2.911086066392494E-5
<PERIOD>_everyone,0.0,0.005857399378270088
<PERIOD>_expect,0.0,2.710505431213761E-20
<PERIOD>_fantasy,0.0,3.088150381785029E-4
<PERIOD>_fare,0.0,-4.0657581468206416E-20
<PERIOD>_faulk,0.0,-1.0842021724855044E-19
<PERIOD>_favre,0.0,2.710505431213761E-20
<PERIOD>_feely,0.0,2.710505431213761E-20
<PERIOD>_fiedler,0.0,2.710505431213761E-20
<PERIOD>_finally,0.0,0.005691594054694299
<PERIOD>_find,0.0,0.0
<PERIOD>_first,0.0,2.9110860663925156E-5
<PERIOD>_flutie,0.0,0.0
<PERIOD>_fly,0.0,0.0
<PERIOD>_follow,0.0,0.0020465703560928693
<PERIOD>_for,0.0,0.006871681542550478
<PERIOD>_franks,0.0,1.3552527156068805E-20
<PERIOD>_fred,0.0,-5.421010862427522E-20
<PERIOD>_freeman,0.0,2.710505431213761E-20
<PERIOD>_from,0.0,-0.017998287757304478
<PERIOD>_fuel,0.0,0.0
<PERIOD>_funny,0.0,0.004483626998025747
<PERIOD>_fyi,0.0,0.0014578237179933826
<PERIOD>_g.g.,0.0,1.3552527156068805E-20
<PERIOD>_galloway,0.0,1.3552527156068805E-20
<PERIOD>_gannon,0.0,2.710505431213761E-20
<PERIOD>_garcia,0.0,0.0
<PERIOD>_gardner,0.0,2.710505431213761E-20
<PERIOD>_garner,0.0,0.0
<PERIOD>_gary,0.0,-5.421010862427522E-20
<PERIOD>_geographic,0.0,0.0
<PERIOD>_george,0.0,0.0
<PERIOD>_get,0.0,2.8143474497679857E-4
<PERIOD>_gif,0.0,2.710505431213761E-20
<PERIOD>_give,0.0,-0.011653961737739325
<PERIOD>_glenn,0.0,-5.421010862427522E-20
<PERIOD>_go,0.0,-3.482999479109683E-18
<PERIOD>_gonzalez,0.0,0.0
<PERIOD>_graham,0.0,0.0
<PERIOD>_gramatica,0.0,1.3552527156068805E-20
<PERIOD>_grbac,0.0,2.710505431213761E-20
<PERIOD>_great,0.0,0.0
<PERIOD>_green,0.0,-6.098637220230962E-20
<PERIOD>_greg,0.0,-4.0657581468206416E-20
<PERIOD>_griese,0.0,0.0012104105933874998
<PERIOD>_hall,0.0,-2.710505431213761E-20
<PERIOD>_hambrick,0.0,2.710505431213761E-20
<PERIOD>_hanson,0.0,2.710505431213761E-20
<PERIOD>_harrison,0.0,2.710505431213761E-20
<PERIOD>_have,0.0,5.421010862427522E-20
<PERIOD>_he,0.0,0.0014825476876629724
<PERIOD>_head,0.0,7.051213945596682E-4
<PERIOD>_hearst,0.0,2.710505431213761E-20
<PERIOD>_henry,0.0,-5.421010862427522E-20
<PERIOD>_here,0.0,0.006516928253872151
<PERIOD>_hilliard,0.0,2.710505431213761E-20
<PERIOD>_hilton,0.0,0.0
<PERIOD>_his,0.0,0.012832055376210202
<PERIOD>_holiday,0.0,-2.710505431213761E-20
<PERIOD>_hollis,0.0,2.710505431213761E-20
<PERIOD>_holmes,0.0,0.0
<PERIOD>_holt,0.0,2.710505431213761E-20
<PERIOD>_hope,0.0,0.004109919144405611
<PERIOD>_hopefully,0.0,-7.050077940358272E-4
<PERIOD>_horn,0.0,2.710505431213761E-20
<PERIOD>_hosted,0.0,-0.004500395907152559
<PERIOD>_hoteldiscounts.com,0.0,-1.3552527156068805E-20
<PERIOD>_how,0.0,-0.031990203094092104
<PERIOD>_however,0.0,-6.62907142424098E-4
<PERIOD>_http:\/\/www.fflm.com\/,0.0,0.0
<PERIOD>_huntley,0.0,2.710505431213761E-20
<PERIOD>_hurry,0.0,6.776263578034403E-20
<PERIOD>_i,0.0,-0.1371283325668351
<PERIOD>_if,0.0,-0.07312517272240511
<PERIOD>_in,0.0,-0.034664339111916374
<PERIOD>_indianapolis,0.0,-6.776263578034403E-21
<PERIOD>_instead,0.0,-0.036197368925668674
<PERIOD>_international,0.0,-1.5585406229479126E-19
<PERIOD>_internet,0.0,1.2197274440461925E-19
<PERIOD>_isaac,0.0,0.0
<PERIOD>_ismail,0.0,2.710505431213761E-20
<PERIOD>_it,0.0,0.024089287268576554
<PERIOD>_jackson,0.0,0.0
<PERIOD>_jacksonville,0.0,-2.710505431213761E-20
<PERIOD>_jacquez,0.0,-4.0657581468206416E-20
<PERIOD>_james,0.0,7.022067034436637E-4
<PERIOD>_janikowski,0.0,-2.710505431213761E-20
<PERIOD>_jason,0.0,1.3552527156068805E-20
<PERIOD>_jeff,0.0,-0.006714179622915011
<PERIOD>_jerome,0.0,-4.0657581468206416E-20
<PERIOD>_joe,0.0,0.011258655287338222
<PERIOD>_john,0.0,-0.0034254774369049104
<PERIOD>_johnson,0.0,-2.710505431213761E-20
<PERIOD>_join,0.0,0.0
<PERIOD>_jon,0.0,6.776263578034403E-20
<PERIOD>_jones,0.0,2.710505431213761E-20
<PERIOD>_jpg,0.0,1.8973538018496328E-19
<PERIOD>_just,0.0,0.005996566842118254
<PERIOD>_kansas,0.0,-5.844527336054672E-20
<PERIOD>_keep,0.0,0.0012633852274729603
<PERIOD>_kevin,0.0,8.470329472543003E-22
<PERIOD>_keyshawn,0.0,0.0
<PERIOD>_kitna,0.0,0.0
<PERIOD>_lamont,0.0,0.0
<PERIOD>_larry,0.0,-2.710505431213761E-20
<PERIOD>_last,0.0,-0.014820414470598134
<PERIOD>_late,0.0,0.00479634599027414
<PERIOD>_later,0.0,-0.021418527795555753
<PERIOD>_let,0.0,-0.004956860931390234
<PERIOD>_levens,0.0,2.710505431213761E-20
<PERIOD>_like,0.0,0.0039195233354496015
<PERIOD>_lindell,0.0,2.710505431213761E-20
<PERIOD>_local,0.0,8.506928618993698E-4
<PERIOD>_longwell,0.0,2.710505431213761E-20
<PERIOD>_look,0.0,0.0014958417817949785
<PERIOD>_love,0.0,0.010891817949448445
<PERIOD>_m,0.0,-0.002409008261456647
<PERIOD>_mack,0.0,-1.0842021724855044E-19
<PERIOD>_manning,0.0,2.710505431213761E-20
<PERIOD>_many,0.0,0.0025183106424605663
<PERIOD>_mare,0.0,2.710505431213761E-20
<PERIOD>_mark,0.0,5.205636738706617E-4
<PERIOD>_martin,0.0,0.019107712896852085
<PERIOD>_marty,0.0,1.3552527156068805E-20
<PERIOD>_marvin,0.0,-1.3552527156068805E-20
<PERIOD>_may,0.0,0.0
<PERIOD>_maybe,0.0,5.205636738706603E-4
<PERIOD>_mcallister,0.0,0.0
<PERIOD>_mccardell,0.0,2.710505431213761E-20
<PERIOD>_mcknight,0.0,2.710505431213761E-20
<PERIOD>_mcnabb,0.0,2.710505431213761E-20
<PERIOD>_mcnair,0.0,2.710505431213761E-20
<PERIOD>_members,0.0,0.0
<PERIOD>_messaging,0.0,1.2197274440461925E-19
<PERIOD>_miami,0.0,-2.710505431213761E-20
<PERIOD>_michael,0.0,-0.006319537400614479
<PERIOD>_mike,0.0,-8.267041565201971E-19
<PERIOD>_miller,0.0,0.0
<PERIOD>_minimum,0.0,0.0
<PERIOD>_minnesota,0.0,0.0
<PERIOD>_minor,0.0,2.710505431213761E-20
<PERIOD>_moore,0.0,0.0
<PERIOD>_more,0.0,0.004215528502153668
<PERIOD>_morton,0.0,2.710505431213761E-20
<PERIOD>_moss,0.0,2.710505431213761E-20
<PERIOD>_most,0.0,5.205636738706637E-4
<PERIOD>_moulds,0.0,2.710505431213761E-20
<PERIOD>_muhammad,0.0,2.710505431213761E-20
<PERIOD>_muhsin,0.0,-4.0657581468206416E-20
<PERIOD>_mvp.com,0.0,5.421010862427522E-20
<PERIOD>_my,0.0,-0.001367295606208083
<PERIOD>_national,0.0,0.0
<PERIOD>_nedney,0.0,2.710505431213761E-20
<PERIOD>_neither,0.0,0.0
<PERIOD>_new,0.0,0.006349781470987782
<PERIOD>_next,0.0,0.0015026147835709392
<PERIOD>_no,0.0,0.008473837989367716
<PERIOD>_not,0.0,0.004125268428787597
<PERIOD>_note,0.0,0.0014499060809323003
<PERIOD>_now,0.0,0.0035280419844255437
<PERIOD>_nt,0.0,0.0
<PERIOD>_oakland,0.0,-5.421010862427522E-20
<PERIOD>_obviously,0.0,0.0
<PERIOD>_of,0.0,0.007932796533456014
<PERIOD>_offer,0.0,0.0019056389876599454
<PERIOD>_on,0.0,0.006782662407334182
<PERIOD>_once,0.0,0.0056415700267922865
<PERIOD>_one,0.0,0.0014003673964339486
<PERIOD>_opinions,0.0,0.0013226811459413409
<PERIOD>_or,0.0,0.0013392033655082363
<PERIOD>_oronde,0.0,-4.0657581468206416E-20
<PERIOD>_os\/2,0.0,1.2197274440461925E-19
<PERIOD>_other,0.0,2.8143474497679846E-4
<PERIOD>_our,0.0,0.007177078009432878
<PERIOD>_over,0.0,0.0033090024289998852
<PERIOD>_owens,0.0,2.710505431213761E-20
<PERIOD>_passenger,0.0,0.0
<PERIOD>_passing,0.0,0.0
<PERIOD>_peyton,0.0,0.0
<PERIOD>_philadelphia,0.0,-5.421010862427522E-20
<PERIOD>_photo,0.0,4.0657581468206416E-20
<PERIOD>_pinkston,0.0,-6.098637220230962E-20
<PERIOD>_pittman,0.0,-2.710505431213761E-20
<PERIOD>_pittsburgh,0.0,-5.421010862427522E-20
<PERIOD>_plan,0.0,-2.710505431213761E-20
<PERIOD>_please,0.0,-0.012980026559530955
<PERIOD>_plummer,0.0,2.710505431213761E-20
<PERIOD>_plus,0.0,1.0822889952242303E-4
<PERIOD>_presently,0.0,-0.015501454062896235
<PERIOD>_price,0.0,0.0
<PERIOD>_prices,0.0,0.004313912837011183
<PERIOD>_purchase,0.0,0.0017102776557394368
<PERIOD>_qadry,0.0,-1.3552527156068805E-20
<PERIOD>_qb,0.0,0.00793411959736113
<PERIOD>_questions,0.0,0.004228899872597878
<PERIOD>_randy,0.0,0.0
<PERIOD>_rate,0.0,1.3552527156068805E-20
<PERIOD>_rates,0.0,0.0
<PERIOD>_rb,0.0,-2.710505431213761E-20
<PERIOD>_read,0.0,-1.0842021724855044E-19
<PERIOD>_recent,0.0,0.002012334045875259
<PERIOD>_regardless,0.0,-0.005334424337124833
<PERIOD>_regards,0.0,-0.058818456876117184
<PERIOD>_reggie,0.0,1.3552527156068805E-20
<PERIOD>_remember,0.0,0.0038896369932507014
<PERIOD>_renter,0.0,0.0
<PERIOD>_restrictions,0.0,2.710505431213761E-20
<PERIOD>_rhodes,0.0,2.710505431213761E-20
<PERIOD>_rice,0.0,2.710505431213761E-20
<PERIOD>_richardson,0.0,0.0
<PERIOD>_ricky,0.0,0.0
<PERIOD>_right,0.0,5.421010862427522E-20
<PERIOD>_rob,0.0,-4.0657581468206416E-20
<PERIOD>_robinson,0.0,2.9110860663925264E-5
<PERIOD>_rod,0.0,1.3552527156068805E-20
<PERIOD>_rookie,0.0,0.0
<PERIOD>_ruth,0.0,-0.014747355334496929
